ADDRESS	CRIME_TYPE	<YEAR1>	CRIME_COUNT	<YEAR2>	CRIME_COUNT...
-97.66488113,30.22237692	RECKLESS DRIVING	2015	2	2010	2	
-97.66488113,30.22237692	CRIMINAL MISCHIEF	2015	7	2010	11	
-97.66488113,30.22237692	DRIVING WHILE LICENSE INVALID	2015	13	2010	12	
-97.66488113,30.22237692	ASSAULT ON PUBLIC SERVANT	2015	1	2010	1	
-97.66488113,30.22237692	ASSAULT BY THREAT	2015	1	2010	1	
-97.66488113,30.22237692	VIOL STATE LAW - OTHER	2015	1	2010	4	
-97.66488113,30.22237692	DWI 2ND	2015	3	2010	4	
-97.66488113,30.22237692	VOCO SOLICITATION PROHIBIT	2015	1	2010	15	
-97.66488113,30.22237692	THEFT INFORMATION	2015	1	2010	1	
-97.66488113,30.22237692	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.66501363,30.31307625	IMPOUNDED VEH	2015	1	2010	5	
-97.66501363,30.31307625	POSS OF DRUG PARAPHERNALIA	2015	5	2010	4	
-97.66501363,30.31307625	FOUND PROPERTY	2015	1	2010	6	
-97.66501363,30.31307625	THEFT	2015	4	2010	10	
-97.66501363,30.31307625	UNLAWFUL CARRYING WEAPON	2015	2	2010	2	
-97.66501363,30.31307625	AUTO THEFT INFORMATION	2015	1	2010	1	
-97.66501363,30.31307625	CUSTODY ARREST TRAFFIC WARR	2015	12	2010	26	
-97.66501363,30.31307625	REQUEST TO APPREHEND	2015	5	2010	14	
-97.66501363,30.31307625	AGG ASSAULT	2015	3	2010	7	
-97.66501363,30.31307625	ASSAULT W/INJURY-FAM/DATE VIOL	2015	4	2010	4	
-97.66501363,30.31307625	ASSAULT INFORMATION	2015	3	2010	1	
-97.66501363,30.31307625	POSS MARIJUANA	2015	19	2010	22	
-97.66501363,30.31307625	ASSIST COMPLAINANT	2015	1	2010	1	
-97.66501363,30.31307625	FELONY ENHANCEMENT/ASSLT W/INJ	2015	1	2010	3	
-97.66501363,30.31307625	TRAFFIC HAZARD/DEBRIS	2015	1	2010	11	
-97.66501363,30.31307625	CRASH/FAIL STOP AND RENDER AID	2015	10	2010	3	
-97.66501363,30.31307625	WARRANT ARREST NON TRAFFIC	2015	11	2010	12	
-97.66501363,30.31307625	ASSAULT WITH INJURY	2015	3	2010	4	
-97.66501363,30.31307625	AUTO THEFT	2015	4	2010	3	
-97.66501363,30.31307625	ABANDONED VEH	2015	9	2010	8	
-97.66501363,30.31307625	CRASH/LEAVING THE SCENE	2015	110	2010	71	
-97.66501363,30.31307625	PEDESTRIAN ON ROADWAY	2015	1	2010	8	
-97.66501363,30.31307625	THEFT FROM AUTO	2015	1	2010	1	
-97.66501363,30.31307625	LOST PROP	2015	8	2010	22	
-97.66501363,30.31307625	POSS CONTROLLED SUB/NARCOTIC	2015	10	2010	3	
-97.66501363,30.31307625	SUSPICIOUS VEH	2015	1	2010	5	
-97.66501363,30.31307625	ASSAULT BY CONTACT	2015	1	2010	1	
-97.66501363,30.31307625	CRASH/NO INJURY	2015	3	2010	2	
-97.66501363,30.31307625	BURGLARY OF VEHICLE	2015	7	2010	7	
-97.66501363,30.31307625	DWI	2015	24	2010	29	
-97.66501363,30.31307625	DAMAGE CITY PROP	2015	5	2010	1	
-97.66501363,30.31307625	PUBLIC INTOXICATION	2015	4	2010	9	
-97.66501363,30.31307625	FAMILY DISTURBANCE	2015	10	2010	1	
-97.66501363,30.31307625	DISTURBANCE - OTHER	2015	7	2010	9	
-97.66501363,30.31307625	RECKLESS DRIVING	2015	2	2010	2	
-97.66501363,30.31307625	CRIMINAL MISCHIEF	2015	7	2010	11	
-97.66501363,30.31307625	DRIVING WHILE LICENSE INVALID	2015	13	2010	13	
-97.66501363,30.31307625	ASSAULT ON PUBLIC SERVANT	2015	1	2010	1	
-97.66501363,30.31307625	ASSAULT BY THREAT	2015	1	2010	1	
-97.66501363,30.31307625	VIOL STATE LAW - OTHER	2015	1	2010	5	
-97.66501363,30.31307625	DWI 2ND	2015	3	2010	4	
-97.66501363,30.31307625	VOCO SOLICITATION PROHIBIT	2015	1	2010	15	
-97.66501363,30.31307625	THEFT INFORMATION	2015	1	2010	1	
-97.66501363,30.31307625	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.66511567,30.21365763	IMPOUNDED VEH	2015	1	2010	5	
-97.66511567,30.21365763	POSS OF DRUG PARAPHERNALIA	2015	5	2010	4	
-97.66511567,30.21365763	FOUND PROPERTY	2015	1	2010	6	
-97.66511567,30.21365763	THEFT	2015	4	2010	10	
-97.66511567,30.21365763	UNLAWFUL CARRYING WEAPON	2015	2	2010	2	
-97.66511567,30.21365763	AUTO THEFT INFORMATION	2015	1	2010	1	
-97.66511567,30.21365763	CUSTODY ARREST TRAFFIC WARR	2015	12	2010	27	
-97.66511567,30.21365763	REQUEST TO APPREHEND	2015	5	2010	14	
-97.66511567,30.21365763	AGG ASSAULT	2015	3	2010	7	
-97.66511567,30.21365763	ASSAULT W/INJURY-FAM/DATE VIOL	2015	4	2010	4	
-97.66511567,30.21365763	ASSAULT INFORMATION	2015	3	2010	1	
-97.66511567,30.21365763	POSS MARIJUANA	2015	19	2010	22	
-97.66511567,30.21365763	ASSIST COMPLAINANT	2015	1	2010	1	
-97.66511567,30.21365763	FELONY ENHANCEMENT/ASSLT W/INJ	2015	1	2010	3	
-97.66511567,30.21365763	TRAFFIC HAZARD/DEBRIS	2015	1	2010	11	
-97.66511567,30.21365763	CRASH/FAIL STOP AND RENDER AID	2015	10	2010	3	
-97.66511567,30.21365763	WARRANT ARREST NON TRAFFIC	2015	11	2010	12	
-97.66511567,30.21365763	ASSAULT WITH INJURY	2015	3	2010	4	
-97.66511567,30.21365763	AUTO THEFT	2015	4	2010	3	
-97.66511567,30.21365763	ABANDONED VEH	2015	9	2010	8	
-97.66511567,30.21365763	CRASH/LEAVING THE SCENE	2015	110	2010	71	
-97.66511567,30.21365763	PEDESTRIAN ON ROADWAY	2015	1	2010	8	
-97.66511567,30.21365763	THEFT FROM AUTO	2015	1	2010	1	
-97.66511567,30.21365763	LOST PROP	2015	8	2010	22	
-97.66511567,30.21365763	POSS CONTROLLED SUB/NARCOTIC	2015	10	2010	3	
-97.66511567,30.21365763	SUSPICIOUS VEH	2015	1	2010	5	
-97.66511567,30.21365763	ASSAULT BY CONTACT	2015	1	2010	1	
-97.66511567,30.21365763	CRASH/NO INJURY	2015	3	2010	2	
-97.66511567,30.21365763	BURGLARY OF VEHICLE	2015	7	2010	7	
-97.66511567,30.21365763	DWI	2015	24	2010	29	
-97.66511567,30.21365763	DAMAGE CITY PROP	2015	5	2010	1	
-97.66511567,30.21365763	PUBLIC INTOXICATION	2015	4	2010	9	
-97.66511567,30.21365763	FAMILY DISTURBANCE	2015	10	2010	1	
-97.66511567,30.21365763	DISTURBANCE - OTHER	2015	7	2010	9	
-97.66511567,30.21365763	RECKLESS DRIVING	2015	2	2010	2	
-97.66511567,30.21365763	CRIMINAL MISCHIEF	2015	7	2010	11	
-97.66511567,30.21365763	DRIVING WHILE LICENSE INVALID	2015	13	2010	13	
-97.66511567,30.21365763	ASSAULT ON PUBLIC SERVANT	2015	1	2010	1	
-97.66511567,30.21365763	ASSAULT BY THREAT	2015	1	2010	1	
-97.66511567,30.21365763	VIOL STATE LAW - OTHER	2015	1	2010	5	
-97.66511567,30.21365763	DWI 2ND	2015	3	2010	4	
-97.66511567,30.21365763	VOCO SOLICITATION PROHIBIT	2015	1	2010	15	
-97.66511567,30.21365763	THEFT INFORMATION	2015	1	2010	1	
-97.66511567,30.21365763	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.66523339,30.22269505	IMPOUNDED VEH	2015	1	2010	5	
-97.66523339,30.22269505	POSS OF DRUG PARAPHERNALIA	2015	5	2010	4	
-97.66523339,30.22269505	FOUND PROPERTY	2015	1	2010	6	
-97.66523339,30.22269505	THEFT	2015	4	2010	10	
-97.66523339,30.22269505	UNLAWFUL CARRYING WEAPON	2015	2	2010	2	
-97.66523339,30.22269505	AUTO THEFT INFORMATION	2015	1	2010	1	
-97.66523339,30.22269505	CUSTODY ARREST TRAFFIC WARR	2015	12	2010	27	
-97.66523339,30.22269505	REQUEST TO APPREHEND	2015	5	2010	14	
-97.66523339,30.22269505	AGG ASSAULT	2015	3	2010	7	
-97.66523339,30.22269505	ASSAULT W/INJURY-FAM/DATE VIOL	2015	4	2010	4	
-97.66523339,30.22269505	ASSAULT INFORMATION	2015	3	2010	1	
-97.66523339,30.22269505	POSS MARIJUANA	2015	19	2010	22	
-97.66523339,30.22269505	ASSIST COMPLAINANT	2015	1	2010	1	
-97.66523339,30.22269505	FELONY ENHANCEMENT/ASSLT W/INJ	2015	1	2010	3	
-97.66523339,30.22269505	TRAFFIC HAZARD/DEBRIS	2015	1	2010	11	
-97.66523339,30.22269505	CRASH/FAIL STOP AND RENDER AID	2015	10	2010	3	
-97.66523339,30.22269505	WARRANT ARREST NON TRAFFIC	2015	11	2010	12	
-97.66523339,30.22269505	ASSAULT WITH INJURY	2015	3	2010	4	
-97.66523339,30.22269505	AUTO THEFT	2015	4	2010	3	
-97.66523339,30.22269505	ABANDONED VEH	2015	9	2010	8	
-97.66523339,30.22269505	CRASH/LEAVING THE SCENE	2015	110	2010	71	
-97.66523339,30.22269505	PEDESTRIAN ON ROADWAY	2015	1	2010	8	
-97.66523339,30.22269505	THEFT FROM AUTO	2015	1	2010	1	
-97.66523339,30.22269505	LOST PROP	2015	8	2010	22	
-97.66523339,30.22269505	POSS CONTROLLED SUB/NARCOTIC	2015	10	2010	3	
-97.66523339,30.22269505	SUSPICIOUS VEH	2015	1	2010	5	
-97.66523339,30.22269505	ASSAULT BY CONTACT	2015	1	2010	1	
-97.66523339,30.22269505	CRASH/NO INJURY	2015	3	2010	2	
-97.66523339,30.22269505	BURGLARY OF VEHICLE	2015	7	2010	8	
-97.66523339,30.22269505	DWI	2015	24	2010	29	
-97.66523339,30.22269505	DAMAGE CITY PROP	2015	5	2010	1	
-97.66523339,30.22269505	PUBLIC INTOXICATION	2015	4	2010	9	
-97.66523339,30.22269505	FAMILY DISTURBANCE	2015	10	2010	1	
-97.66523339,30.22269505	DISTURBANCE - OTHER	2015	7	2010	9	
-97.66523339,30.22269505	RECKLESS DRIVING	2015	2	2010	2	
-97.66523339,30.22269505	CRIMINAL MISCHIEF	2015	7	2010	11	
-97.66523339,30.22269505	DRIVING WHILE LICENSE INVALID	2015	13	2010	13	
-97.66523339,30.22269505	ASSAULT ON PUBLIC SERVANT	2015	1	2010	1	
-97.66523339,30.22269505	ASSAULT BY THREAT	2015	1	2010	1	
-97.66523339,30.22269505	VIOL STATE LAW - OTHER	2015	1	2010	5	
-97.66523339,30.22269505	DWI 2ND	2015	3	2010	4	
-97.66523339,30.22269505	VOCO SOLICITATION PROHIBIT	2015	1	2010	15	
-97.66523339,30.22269505	THEFT INFORMATION	2015	1	2010	1	
-97.66523339,30.22269505	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.66535363,30.20274912	IMPOUNDED VEH	2015	1	2010	5	
-97.66535363,30.20274912	POSS OF DRUG PARAPHERNALIA	2015	5	2010	4	
-97.66535363,30.20274912	FOUND PROPERTY	2015	1	2010	6	
-97.66535363,30.20274912	THEFT	2015	4	2010	10	
-97.66535363,30.20274912	UNLAWFUL CARRYING WEAPON	2015	2	2010	2	
-97.66535363,30.20274912	AUTO THEFT INFORMATION	2015	1	2010	1	
-97.66535363,30.20274912	CUSTODY ARREST TRAFFIC WARR	2015	12	2010	27	
-97.66535363,30.20274912	REQUEST TO APPREHEND	2015	5	2010	14	
-97.66535363,30.20274912	AGG ASSAULT	2015	3	2010	7	
-97.66535363,30.20274912	ASSAULT W/INJURY-FAM/DATE VIOL	2015	4	2010	4	
-97.66535363,30.20274912	ASSAULT INFORMATION	2015	3	2010	1	
-97.66535363,30.20274912	POSS MARIJUANA	2015	19	2010	22	
-97.66535363,30.20274912	ASSIST COMPLAINANT	2015	1	2010	1	
-97.66535363,30.20274912	FELONY ENHANCEMENT/ASSLT W/INJ	2015	1	2010	3	
-97.66535363,30.20274912	TRAFFIC HAZARD/DEBRIS	2015	1	2010	11	
-97.66535363,30.20274912	CRASH/FAIL STOP AND RENDER AID	2015	10	2010	3	
-97.66535363,30.20274912	WARRANT ARREST NON TRAFFIC	2015	11	2010	12	
-97.66535363,30.20274912	ASSAULT WITH INJURY	2015	3	2010	4	
-97.66535363,30.20274912	AUTO THEFT	2015	4	2010	3	
-97.66535363,30.20274912	ABANDONED VEH	2015	9	2010	8	
-97.66535363,30.20274912	CRASH/LEAVING THE SCENE	2015	110	2010	71	
-97.66535363,30.20274912	PEDESTRIAN ON ROADWAY	2015	1	2010	8	
-97.66535363,30.20274912	THEFT FROM AUTO	2015	1	2010	1	
-97.66535363,30.20274912	LOST PROP	2015	8	2010	22	
-97.66535363,30.20274912	POSS CONTROLLED SUB/NARCOTIC	2015	10	2010	3	
-97.66535363,30.20274912	SUSPICIOUS VEH	2015	1	2010	5	
-97.66535363,30.20274912	ASSAULT BY CONTACT	2015	1	2010	1	
-97.66535363,30.20274912	CRASH/NO INJURY	2015	3	2010	2	
-97.66535363,30.20274912	BURGLARY OF VEHICLE	2015	7	2010	8	
-97.66535363,30.20274912	DWI	2015	24	2010	29	
-97.66535363,30.20274912	DAMAGE CITY PROP	2015	5	2010	1	
-97.66535363,30.20274912	PUBLIC INTOXICATION	2015	4	2010	9	
-97.66535363,30.20274912	FAMILY DISTURBANCE	2015	10	2010	1	
-97.66535363,30.20274912	DISTURBANCE - OTHER	2015	7	2010	9	
-97.66535363,30.20274912	RECKLESS DRIVING	2015	2	2010	2	
-97.66535363,30.20274912	CRIMINAL MISCHIEF	2015	7	2010	11	
-97.66535363,30.20274912	DRIVING WHILE LICENSE INVALID	2015	13	2010	13	
-97.66535363,30.20274912	ASSAULT ON PUBLIC SERVANT	2015	1	2010	1	
-97.66535363,30.20274912	ASSAULT BY THREAT	2015	1	2010	1	
-97.66535363,30.20274912	VIOL STATE LAW - OTHER	2015	1	2010	5	
-97.66535363,30.20274912	DWI 2ND	2015	3	2010	4	
-97.66535363,30.20274912	VOCO SOLICITATION PROHIBIT	2015	1	2010	15	
-97.66535363,30.20274912	THEFT INFORMATION	2015	1	2010	1	
-97.66535363,30.20274912	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.66535715,30.28563179	IMPOUNDED VEH	2015	1	2010	5	
-97.66535715,30.28563179	POSS OF DRUG PARAPHERNALIA	2015	5	2010	4	
-97.66535715,30.28563179	FOUND PROPERTY	2015	1	2010	6	
-97.66535715,30.28563179	THEFT	2015	4	2010	10	
-97.66535715,30.28563179	UNLAWFUL CARRYING WEAPON	2015	2	2010	2	
-97.66535715,30.28563179	AUTO THEFT INFORMATION	2015	1	2010	1	
-97.66535715,30.28563179	CUSTODY ARREST TRAFFIC WARR	2015	12	2010	27	
-97.66535715,30.28563179	REQUEST TO APPREHEND	2015	5	2010	14	
-97.66535715,30.28563179	AGG ASSAULT	2015	3	2010	7	
-97.66535715,30.28563179	ASSAULT W/INJURY-FAM/DATE VIOL	2015	4	2010	4	
-97.66535715,30.28563179	ASSAULT INFORMATION	2015	3	2010	1	
-97.66535715,30.28563179	POSS MARIJUANA	2015	19	2010	22	
-97.66535715,30.28563179	ASSIST COMPLAINANT	2015	1	2010	1	
-97.66535715,30.28563179	FELONY ENHANCEMENT/ASSLT W/INJ	2015	1	2010	3	
-97.66535715,30.28563179	TRAFFIC HAZARD/DEBRIS	2015	1	2010	11	
-97.66535715,30.28563179	CRASH/FAIL STOP AND RENDER AID	2015	10	2010	3	
-97.66535715,30.28563179	WARRANT ARREST NON TRAFFIC	2015	11	2010	12	
-97.66535715,30.28563179	ASSAULT WITH INJURY	2015	3	2010	4	
-97.66535715,30.28563179	AUTO THEFT	2015	4	2010	3	
-97.66535715,30.28563179	ABANDONED VEH	2015	9	2010	8	
-97.66535715,30.28563179	CRASH/LEAVING THE SCENE	2015	111	2010	71	
-97.66535715,30.28563179	PEDESTRIAN ON ROADWAY	2015	1	2010	8	
-97.66535715,30.28563179	THEFT FROM AUTO	2015	1	2010	1	
-97.66535715,30.28563179	LOST PROP	2015	8	2010	22	
-97.66535715,30.28563179	POSS CONTROLLED SUB/NARCOTIC	2015	10	2010	3	
-97.66535715,30.28563179	SUSPICIOUS VEH	2015	1	2010	5	
-97.66535715,30.28563179	ASSAULT BY CONTACT	2015	1	2010	1	
-97.66535715,30.28563179	CRASH/NO INJURY	2015	3	2010	2	
-97.66535715,30.28563179	BURGLARY OF VEHICLE	2015	7	2010	8	
-97.66535715,30.28563179	DWI	2015	24	2010	29	
-97.66535715,30.28563179	DAMAGE CITY PROP	2015	5	2010	1	
-97.66535715,30.28563179	PUBLIC INTOXICATION	2015	4	2010	9	
-97.66535715,30.28563179	FAMILY DISTURBANCE	2015	10	2010	1	
-97.66535715,30.28563179	DISTURBANCE - OTHER	2015	7	2010	9	
-97.66535715,30.28563179	RECKLESS DRIVING	2015	2	2010	2	
-97.66535715,30.28563179	CRIMINAL MISCHIEF	2015	7	2010	11	
-97.66535715,30.28563179	DRIVING WHILE LICENSE INVALID	2015	13	2010	13	
-97.66535715,30.28563179	ASSAULT ON PUBLIC SERVANT	2015	1	2010	1	
-97.66535715,30.28563179	ASSAULT BY THREAT	2015	1	2010	1	
-97.66535715,30.28563179	VIOL STATE LAW - OTHER	2015	1	2010	5	
-97.66535715,30.28563179	DWI 2ND	2015	3	2010	4	
-97.66535715,30.28563179	VOCO SOLICITATION PROHIBIT	2015	1	2010	15	
-97.66535715,30.28563179	THEFT INFORMATION	2015	1	2010	1	
-97.66535715,30.28563179	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.66554237,30.30702265	IMPOUNDED VEH	2015	1	2010	5	
-97.66554237,30.30702265	POSS OF DRUG PARAPHERNALIA	2015	5	2010	4	
-97.66554237,30.30702265	FOUND PROPERTY	2015	1	2010	6	
-97.66554237,30.30702265	THEFT	2015	4	2010	10	
-97.66554237,30.30702265	UNLAWFUL CARRYING WEAPON	2015	2	2010	2	
-97.66554237,30.30702265	AUTO THEFT INFORMATION	2015	1	2010	1	
-97.66554237,30.30702265	CUSTODY ARREST TRAFFIC WARR	2015	12	2010	27	
-97.66554237,30.30702265	REQUEST TO APPREHEND	2015	6	2010	14	
-97.66554237,30.30702265	AGG ASSAULT	2015	3	2010	7	
-97.66554237,30.30702265	ASSAULT W/INJURY-FAM/DATE VIOL	2015	4	2010	4	
-97.66554237,30.30702265	ASSAULT INFORMATION	2015	3	2010	1	
-97.66554237,30.30702265	POSS MARIJUANA	2015	19	2010	22	
-97.66554237,30.30702265	ASSIST COMPLAINANT	2015	1	2010	1	
-97.66554237,30.30702265	FELONY ENHANCEMENT/ASSLT W/INJ	2015	1	2010	3	
-97.66554237,30.30702265	TRAFFIC HAZARD/DEBRIS	2015	1	2010	11	
-97.66554237,30.30702265	CRASH/FAIL STOP AND RENDER AID	2015	10	2010	3	
-97.66554237,30.30702265	WARRANT ARREST NON TRAFFIC	2015	11	2010	12	
-97.66554237,30.30702265	ASSAULT WITH INJURY	2015	3	2010	4	
-97.66554237,30.30702265	AUTO THEFT	2015	4	2010	3	
-97.66554237,30.30702265	ABANDONED VEH	2015	9	2010	8	
-97.66554237,30.30702265	CRASH/LEAVING THE SCENE	2015	111	2010	71	
-97.66554237,30.30702265	PEDESTRIAN ON ROADWAY	2015	1	2010	8	
-97.66554237,30.30702265	THEFT FROM AUTO	2015	1	2010	1	
-97.66554237,30.30702265	LOST PROP	2015	8	2010	22	
-97.66554237,30.30702265	POSS CONTROLLED SUB/NARCOTIC	2015	10	2010	3	
-97.66554237,30.30702265	SUSPICIOUS VEH	2015	1	2010	5	
-97.66554237,30.30702265	ASSAULT BY CONTACT	2015	1	2010	1	
-97.66554237,30.30702265	CRASH/NO INJURY	2015	3	2010	2	
-97.66554237,30.30702265	BURGLARY OF VEHICLE	2015	7	2010	8	
-97.66554237,30.30702265	DWI	2015	24	2010	29	
-97.66554237,30.30702265	DAMAGE CITY PROP	2015	5	2010	1	
-97.66554237,30.30702265	PUBLIC INTOXICATION	2015	4	2010	9	
-97.66554237,30.30702265	FAMILY DISTURBANCE	2015	10	2010	1	
-97.66554237,30.30702265	DISTURBANCE - OTHER	2015	7	2010	9	
-97.66554237,30.30702265	RECKLESS DRIVING	2015	2	2010	2	
-97.66554237,30.30702265	CRIMINAL MISCHIEF	2015	7	2010	11	
-97.66554237,30.30702265	DRIVING WHILE LICENSE INVALID	2015	13	2010	13	
-97.66554237,30.30702265	ASSAULT ON PUBLIC SERVANT	2015	1	2010	1	
-97.66554237,30.30702265	ASSAULT BY THREAT	2015	1	2010	1	
-97.66554237,30.30702265	VIOL STATE LAW - OTHER	2015	1	2010	5	
-97.66554237,30.30702265	DWI 2ND	2015	3	2010	4	
-97.66554237,30.30702265	VOCO SOLICITATION PROHIBIT	2015	1	2010	15	
-97.66554237,30.30702265	THEFT INFORMATION	2015	1	2010	1	
-97.66554237,30.30702265	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.66574067,30.37243661	IMPOUNDED VEH	2015	1	2010	5	
-97.66574067,30.37243661	POSS OF DRUG PARAPHERNALIA	2015	5	2010	4	
-97.66574067,30.37243661	FOUND PROPERTY	2015	1	2010	6	
-97.66574067,30.37243661	THEFT	2015	4	2010	10	
-97.66574067,30.37243661	UNLAWFUL CARRYING WEAPON	2015	2	2010	2	
-97.66574067,30.37243661	AUTO THEFT INFORMATION	2015	1	2010	1	
-97.66574067,30.37243661	CUSTODY ARREST TRAFFIC WARR	2015	12	2010	27	
-97.66574067,30.37243661	REQUEST TO APPREHEND	2015	6	2010	14	
-97.66574067,30.37243661	AGG ASSAULT	2015	3	2010	7	
-97.66574067,30.37243661	ASSAULT W/INJURY-FAM/DATE VIOL	2015	4	2010	4	
-97.66574067,30.37243661	ASSAULT INFORMATION	2015	3	2010	1	
-97.66574067,30.37243661	POSS MARIJUANA	2015	19	2010	22	
-97.66574067,30.37243661	ASSIST COMPLAINANT	2015	1	2010	1	
-97.66574067,30.37243661	FELONY ENHANCEMENT/ASSLT W/INJ	2015	1	2010	3	
-97.66574067,30.37243661	TRAFFIC HAZARD/DEBRIS	2015	1	2010	11	
-97.66574067,30.37243661	CRASH/FAIL STOP AND RENDER AID	2015	10	2010	3	
-97.66574067,30.37243661	WARRANT ARREST NON TRAFFIC	2015	11	2010	12	
-97.66574067,30.37243661	ASSAULT WITH INJURY	2015	3	2010	4	
-97.66574067,30.37243661	AUTO THEFT	2015	4	2010	3	
-97.66574067,30.37243661	ABANDONED VEH	2015	9	2010	8	
-97.66574067,30.37243661	CRASH/LEAVING THE SCENE	2015	113	2010	74	
-97.66574067,30.37243661	PEDESTRIAN ON ROADWAY	2015	1	2010	8	
-97.66574067,30.37243661	THEFT FROM AUTO	2015	1	2010	1	
-97.66574067,30.37243661	LOST PROP	2015	8	2010	23	
-97.66574067,30.37243661	POSS CONTROLLED SUB/NARCOTIC	2015	10	2010	3	
-97.66574067,30.37243661	SUSPICIOUS VEH	2015	1	2010	5	
-97.66574067,30.37243661	ASSAULT BY CONTACT	2015	1	2010	1	
-97.66574067,30.37243661	CRASH/NO INJURY	2015	3	2010	2	
-97.66574067,30.37243661	BURGLARY OF VEHICLE	2015	7	2010	8	
-97.66574067,30.37243661	DWI	2015	24	2010	30	
-97.66574067,30.37243661	DAMAGE CITY PROP	2015	5	2010	1	
-97.66574067,30.37243661	PUBLIC INTOXICATION	2015	4	2010	9	
-97.66574067,30.37243661	FAMILY DISTURBANCE	2015	10	2010	1	
-97.66574067,30.37243661	DISTURBANCE - OTHER	2015	7	2010	9	
-97.66574067,30.37243661	RECKLESS DRIVING	2015	2	2010	2	
-97.66574067,30.37243661	CRIMINAL MISCHIEF	2015	7	2010	11	
-97.66574067,30.37243661	DRIVING WHILE LICENSE INVALID	2015	13	2010	13	
-97.66574067,30.37243661	ASSAULT ON PUBLIC SERVANT	2015	1	2010	1	
-97.66574067,30.37243661	ASSAULT BY THREAT	2015	1	2010	1	
-97.66574067,30.37243661	VIOL STATE LAW - OTHER	2015	1	2010	5	
-97.66574067,30.37243661	DWI 2ND	2015	3	2010	4	
-97.66574067,30.37243661	VOCO SOLICITATION PROHIBIT	2015	1	2010	15	
-97.66574067,30.37243661	THEFT INFORMATION	2015	1	2010	1	
-97.66574067,30.37243661	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.66582826,30.42179158	IMPOUNDED VEH	2015	1	2010	5	
-97.66582826,30.42179158	POSS OF DRUG PARAPHERNALIA	2015	5	2010	4	
-97.66582826,30.42179158	FOUND PROPERTY	2015	1	2010	6	
-97.66582826,30.42179158	THEFT	2015	4	2010	10	
-97.66582826,30.42179158	UNLAWFUL CARRYING WEAPON	2015	2	2010	2	
-97.66582826,30.42179158	AUTO THEFT INFORMATION	2015	1	2010	1	
-97.66582826,30.42179158	CUSTODY ARREST TRAFFIC WARR	2015	12	2010	27	
-97.66582826,30.42179158	REQUEST TO APPREHEND	2015	6	2010	14	
-97.66582826,30.42179158	AGG ASSAULT	2015	3	2010	7	
-97.66582826,30.42179158	ASSAULT W/INJURY-FAM/DATE VIOL	2015	4	2010	4	
-97.66582826,30.42179158	ASSAULT INFORMATION	2015	3	2010	1	
-97.66582826,30.42179158	POSS MARIJUANA	2015	19	2010	22	
-97.66582826,30.42179158	ASSIST COMPLAINANT	2015	1	2010	1	
-97.66582826,30.42179158	FELONY ENHANCEMENT/ASSLT W/INJ	2015	1	2010	3	
-97.66582826,30.42179158	TRAFFIC HAZARD/DEBRIS	2015	1	2010	11	
-97.66582826,30.42179158	CRASH/FAIL STOP AND RENDER AID	2015	10	2010	3	
-97.66582826,30.42179158	WARRANT ARREST NON TRAFFIC	2015	11	2010	12	
-97.66582826,30.42179158	ASSAULT WITH INJURY	2015	3	2010	4	
-97.66582826,30.42179158	AUTO THEFT	2015	4	2010	3	
-97.66582826,30.42179158	ABANDONED VEH	2015	9	2010	8	
-97.66582826,30.42179158	CRASH/LEAVING THE SCENE	2015	114	2010	74	
-97.66582826,30.42179158	PEDESTRIAN ON ROADWAY	2015	1	2010	8	
-97.66582826,30.42179158	THEFT FROM AUTO	2015	1	2010	1	
-97.66582826,30.42179158	LOST PROP	2015	8	2010	23	
-97.66582826,30.42179158	POSS CONTROLLED SUB/NARCOTIC	2015	10	2010	3	
-97.66582826,30.42179158	SUSPICIOUS VEH	2015	1	2010	5	
-97.66582826,30.42179158	ASSAULT BY CONTACT	2015	1	2010	1	
-97.66582826,30.42179158	CRASH/NO INJURY	2015	3	2010	2	
-97.66582826,30.42179158	BURGLARY OF VEHICLE	2015	7	2010	8	
-97.66582826,30.42179158	DWI	2015	24	2010	30	
-97.66582826,30.42179158	DAMAGE CITY PROP	2015	5	2010	1	
-97.66582826,30.42179158	PUBLIC INTOXICATION	2015	4	2010	9	
-97.66582826,30.42179158	FAMILY DISTURBANCE	2015	10	2010	1	
-97.66582826,30.42179158	DISTURBANCE - OTHER	2015	7	2010	9	
-97.66582826,30.42179158	RECKLESS DRIVING	2015	2	2010	2	
-97.66582826,30.42179158	CRIMINAL MISCHIEF	2015	7	2010	11	
-97.66582826,30.42179158	DRIVING WHILE LICENSE INVALID	2015	13	2010	13	
-97.66582826,30.42179158	ASSAULT ON PUBLIC SERVANT	2015	1	2010	1	
-97.66582826,30.42179158	ASSAULT BY THREAT	2015	1	2010	1	
-97.66582826,30.42179158	VIOL STATE LAW - OTHER	2015	1	2010	5	
-97.66582826,30.42179158	DWI 2ND	2015	3	2010	4	
